name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Gypsy - 2016 Remaster,Fleetwood Mac,0.618,0.686,10,-9.926,1,0.0283,0.0351,0.0143,0.199,0.727,131.812,audio_features,5J0aNEUTxJWKXnQmyY3vUp,spotify:track:5J0aNEUTxJWKXnQmyY3vUp,https://api.spotify.com/v1/tracks/5J0aNEUTxJWKXnQmyY3vUp,https://api.spotify.com/v1/audio-analysis/5J0aNEUTxJWKXnQmyY3vUp,267034,4
Only over You - 2016 Remaster,Fleetwood Mac,0.503,0.438,1,-11.448,1,0.026,0.176,0.00278,0.12,0.561,166.204,audio_features,6zAwSWQywmeEFP11tK7t5W,spotify:track:6zAwSWQywmeEFP11tK7t5W,https://api.spotify.com/v1/tracks/6zAwSWQywmeEFP11tK7t5W,https://api.spotify.com/v1/audio-analysis/6zAwSWQywmeEFP11tK7t5W,249995,4
Empire State - 2016 Remaster,Fleetwood Mac,0.73,0.571,7,-10.435,1,0.0271,0.0811,0.00126,0.0937,0.818,123.767,audio_features,1jYMhxQ2OY1HavN7n5AyIq,spotify:track:1jYMhxQ2OY1HavN7n5AyIq,https://api.spotify.com/v1/tracks/1jYMhxQ2OY1HavN7n5AyIq,https://api.spotify.com/v1/audio-analysis/1jYMhxQ2OY1HavN7n5AyIq,172320,4
Straight Back - 2016 Remaster,Fleetwood Mac,0.694,0.602,9,-9.575,0,0.0266,0.111,0.007,0.111,0.842,113.87,audio_features,1HTcOEY98iFng04Xw6Ku9D,spotify:track:1HTcOEY98iFng04Xw6Ku9D,https://api.spotify.com/v1/tracks/1HTcOEY98iFng04Xw6Ku9D,https://api.spotify.com/v1/audio-analysis/1HTcOEY98iFng04Xw6Ku9D,251573,4
Hold Me - 2016 Remaster,Fleetwood Mac,0.699,0.741,3,-8.488,1,0.0329,0.337,0.108,0.065,0.864,125.698,audio_features,2zYCip88nwoF96SC7WEjJm,spotify:track:2zYCip88nwoF96SC7WEjJm,https://api.spotify.com/v1/tracks/2zYCip88nwoF96SC7WEjJm,https://api.spotify.com/v1/audio-analysis/2zYCip88nwoF96SC7WEjJm,225035,4
Oh Diane - 2016 Remaster,Fleetwood Mac,0.715,0.637,6,-8.948,0,0.0346,0.349,0.00163,0.0761,0.657,140.083,audio_features,1LFigSqjQ4qrHZszOke4zl,spotify:track:1LFigSqjQ4qrHZszOke4zl,https://api.spotify.com/v1/tracks/1LFigSqjQ4qrHZszOke4zl,https://api.spotify.com/v1/audio-analysis/1LFigSqjQ4qrHZszOke4zl,158535,4
Eyes of the World - 2016 Remaster,Fleetwood Mac,0.659,0.625,10,-9.043,1,0.0424,0.521,0.0137,0.0928,0.859,153.188,audio_features,0kk7A0C9XbKwgVbb8I5eVL,spotify:track:0kk7A0C9XbKwgVbb8I5eVL,https://api.spotify.com/v1/tracks/0kk7A0C9XbKwgVbb8I5eVL,https://api.spotify.com/v1/audio-analysis/0kk7A0C9XbKwgVbb8I5eVL,226314,4
Wish You Were Here - 2016 Remaster,Fleetwood Mac,0.464,0.442,5,-8.842,1,0.0315,0.232,1.21e-05,0.0493,0.365,142.13,audio_features,3DDWXHK09mtVlVwmuHe760,spotify:track:3DDWXHK09mtVlVwmuHe760,https://api.spotify.com/v1/tracks/3DDWXHK09mtVlVwmuHe760,https://api.spotify.com/v1/audio-analysis/3DDWXHK09mtVlVwmuHe760,291092,4
Oh Diane - Early Version; 2016 Remaster,Fleetwood Mac,0.837,0.442,11,-9.318,1,0.0397,0.273,0.00194,0.0302,0.854,136.483,audio_features,6H5ilpw60eZslyZOfJL99U,spotify:track:6H5ilpw60eZslyZOfJL99U,https://api.spotify.com/v1/tracks/6H5ilpw60eZslyZOfJL99U,https://api.spotify.com/v1/audio-analysis/6H5ilpw60eZslyZOfJL99U,174820,4
Cool Water - 2016 Remaster,Fleetwood Mac,0.39,0.121,2,-12.892,1,0.0298,0.888,1.1e-06,0.0944,0.147,138.539,audio_features,1A2zGNzyAv1gH579j8xlHE,spotify:track:1A2zGNzyAv1gH579j8xlHE,https://api.spotify.com/v1/tracks/1A2zGNzyAv1gH579j8xlHE,https://api.spotify.com/v1/audio-analysis/1A2zGNzyAv1gH579j8xlHE,202925,3
Gypsy - 2016 Remaster,Fleetwood Mac,0.61,0.761,10,-9.972,1,0.0306,0.104,0.00266,0.286,0.784,131.71,audio_features,6iilHHsKy8xYF7AyTrboeL,spotify:track:6iilHHsKy8xYF7AyTrboeL,https://api.spotify.com/v1/tracks/6iilHHsKy8xYF7AyTrboeL,https://api.spotify.com/v1/audio-analysis/6iilHHsKy8xYF7AyTrboeL,291386,4
Second Hand News - 2004 Remaster,Fleetwood Mac,0.696,0.942,9,-5.232,1,0.13,0.214,0.0049,0.0518,0.481,117.541,audio_features,4SZhxF0sIS8nDvwhT0Tt2V,spotify:track:4SZhxF0sIS8nDvwhT0Tt2V,https://api.spotify.com/v1/tracks/4SZhxF0sIS8nDvwhT0Tt2V,https://api.spotify.com/v1/audio-analysis/4SZhxF0sIS8nDvwhT0Tt2V,176307,4
Go Your Own Way - 2004 Remaster,Fleetwood Mac,0.586,0.941,5,-5.139,1,0.0375,0.0167,0.000776,0.068,0.831,135.448,audio_features,4xh7W7tlNMIczFhupCPniY,spotify:track:4xh7W7tlNMIczFhupCPniY,https://api.spotify.com/v1/tracks/4xh7W7tlNMIczFhupCPniY,https://api.spotify.com/v1/audio-analysis/4xh7W7tlNMIczFhupCPniY,223613,4
I Don't Want to Know - 2004 Remaster,Fleetwood Mac,0.722,0.697,11,-7.03,1,0.0278,0.0633,0.0103,0.0675,0.942,139.348,audio_features,3B1lK5gNppO22gQLozrxeA,spotify:track:3B1lK5gNppO22gQLozrxeA,https://api.spotify.com/v1/tracks/3B1lK5gNppO22gQLozrxeA,https://api.spotify.com/v1/audio-analysis/3B1lK5gNppO22gQLozrxeA,196853,4
Oh Daddy - 2004 Remaster,Fleetwood Mac,0.585,0.338,2,-10.887,0,0.0335,0.505,0.000125,0.136,0.477,138.131,audio_features,2wmr2A1ixEx9qViaOMkkkW,spotify:track:2wmr2A1ixEx9qViaOMkkkW,https://api.spotify.com/v1/tracks/2wmr2A1ixEx9qViaOMkkkW,https://api.spotify.com/v1/audio-analysis/2wmr2A1ixEx9qViaOMkkkW,236240,4
Gold Dust Woman - 2004 Remaster,Fleetwood Mac,0.666,0.599,7,-9.352,1,0.0305,0.259,0.000769,0.373,0.696,123.16,audio_features,2ssyECwAX5JxtcAUTFw7wI,spotify:track:2ssyECwAX5JxtcAUTFw7wI,https://api.spotify.com/v1/tracks/2ssyECwAX5JxtcAUTFw7wI,https://api.spotify.com/v1/audio-analysis/2ssyECwAX5JxtcAUTFw7wI,295627,4
Silver Springs - 2004 Remaster,Fleetwood Mac,0.348,0.576,0,-8.388,1,0.0289,0.00766,0.0462,0.276,0.428,179.014,audio_features,4nZi6XNe36Ut4Nij3IQ1yC,spotify:track:4nZi6XNe36Ut4Nij3IQ1yC,https://api.spotify.com/v1/tracks/4nZi6XNe36Ut4Nij3IQ1yC,https://api.spotify.com/v1/audio-analysis/4nZi6XNe36Ut4Nij3IQ1yC,288787,4
Songbird - 2004 Remaster,Fleetwood Mac,0.389,0.0851,5,-15.477,1,0.0346,0.982,0.00187,0.101,0.364,184.298,audio_features,6DrXZwTuhl5Ow4mcmSWjME,spotify:track:6DrXZwTuhl5Ow4mcmSWjME,https://api.spotify.com/v1/tracks/6DrXZwTuhl5Ow4mcmSWjME,https://api.spotify.com/v1/audio-analysis/6DrXZwTuhl5Ow4mcmSWjME,200813,4
You Make Loving Fun - 2004 Remaster,Fleetwood Mac,0.62,0.604,7,-9.088,0,0.0261,0.0133,0.102,0.104,0.857,126.576,audio_features,55mQhobuwtY7lfLAXylg1k,spotify:track:55mQhobuwtY7lfLAXylg1k,https://api.spotify.com/v1/tracks/55mQhobuwtY7lfLAXylg1k,https://api.spotify.com/v1/audio-analysis/55mQhobuwtY7lfLAXylg1k,216627,4
Big Love - 2017 Remaster,Fleetwood Mac,0.709,0.699,10,-11.905,0,0.0466,0.0291,0.295,0.0673,0.592,125.377,audio_features,3pBj4EcASvEBCNNUXaf7Sv,spotify:track:3pBj4EcASvEBCNNUXaf7Sv,https://api.spotify.com/v1/tracks/3pBj4EcASvEBCNNUXaf7Sv,https://api.spotify.com/v1/audio-analysis/3pBj4EcASvEBCNNUXaf7Sv,223733,4
Seven Wonders - 2017 Remaster,Fleetwood Mac,0.707,0.625,4,-9.529,1,0.0303,0.0259,5.42e-05,0.104,0.634,119.049,audio_features,4DsFdZmkVhYjMAfEFctvqg,spotify:track:4DsFdZmkVhYjMAfEFctvqg,https://api.spotify.com/v1/tracks/4DsFdZmkVhYjMAfEFctvqg,https://api.spotify.com/v1/audio-analysis/4DsFdZmkVhYjMAfEFctvqg,222400,4
Everywhere - 2017 Remaster,Fleetwood Mac,0.73,0.487,4,-10.991,1,0.0303,0.258,0.01,0.0852,0.731,114.965,audio_features,4k5FeWIdUaBx5OZdvrSYP1,spotify:track:4k5FeWIdUaBx5OZdvrSYP1,https://api.spotify.com/v1/tracks/4k5FeWIdUaBx5OZdvrSYP1,https://api.spotify.com/v1/audio-analysis/4k5FeWIdUaBx5OZdvrSYP1,226653,4
Tango in the Night - 2017 Remaster,Fleetwood Mac,0.609,0.489,9,-11.079,0,0.0416,0.0557,0.000955,0.0682,0.416,111.038,audio_features,5Y5du84wNM20ZZ0DP5GjGu,spotify:track:5Y5du84wNM20ZZ0DP5GjGu,https://api.spotify.com/v1/tracks/5Y5du84wNM20ZZ0DP5GjGu,https://api.spotify.com/v1/audio-analysis/5Y5du84wNM20ZZ0DP5GjGu,242880,4
Mystified - 2017 Remaster,Fleetwood Mac,0.538,0.356,3,-13.791,1,0.027,0.737,0.15,0.0871,0.584,178.656,audio_features,43TbxuSMutvAnWTCi0xieo,spotify:track:43TbxuSMutvAnWTCi0xieo,https://api.spotify.com/v1/tracks/43TbxuSMutvAnWTCi0xieo,https://api.spotify.com/v1/audio-analysis/43TbxuSMutvAnWTCi0xieo,189760,4
Little Lies - 2017 Remaster,Fleetwood Mac,0.64,0.649,2,-10.345,1,0.0264,0.216,8.3e-05,0.0551,0.865,124.825,audio_features,4EcM86vNf0QIOGkpf4O0UP,spotify:track:4EcM86vNf0QIOGkpf4O0UP,https://api.spotify.com/v1/tracks/4EcM86vNf0QIOGkpf4O0UP,https://api.spotify.com/v1/audio-analysis/4EcM86vNf0QIOGkpf4O0UP,221053,4
Family Man - 2017 Remaster,Fleetwood Mac,0.778,0.669,7,-9.735,1,0.0367,0.0354,0.0132,0.0973,0.834,123.543,audio_features,02jrZxFA2nMEweoUc5UvX3,spotify:track:02jrZxFA2nMEweoUc5UvX3,https://api.spotify.com/v1/tracks/02jrZxFA2nMEweoUc5UvX3,https://api.spotify.com/v1/audio-analysis/02jrZxFA2nMEweoUc5UvX3,247133,4
Welcome to the Room... Sara - 2017 Remaster,Fleetwood Mac,0.657,0.62,7,-9.782,0,0.0354,0.122,3.95e-06,0.105,0.707,99.366,audio_features,0moGExIxhhbxLtlVn2D9Qg,spotify:track:0moGExIxhhbxLtlVn2D9Qg,https://api.spotify.com/v1/tracks/0moGExIxhhbxLtlVn2D9Qg,https://api.spotify.com/v1/audio-analysis/0moGExIxhhbxLtlVn2D9Qg,221973,4
Isn't It Midnight - 2017 Remaster,Fleetwood Mac,0.511,0.665,0,-8.529,0,0.0275,0.00162,0.173,0.247,0.52,145.964,audio_features,62gVYQO3xzwYHg3tvyYWdG,spotify:track:62gVYQO3xzwYHg3tvyYWdG,https://api.spotify.com/v1/tracks/62gVYQO3xzwYHg3tvyYWdG,https://api.spotify.com/v1/audio-analysis/62gVYQO3xzwYHg3tvyYWdG,253587,4
When I See You Again - 2017 Remaster,Fleetwood Mac,0.539,0.171,9,-14.496,0,0.0265,0.863,0.0,0.132,0.0759,80.01,audio_features,5m3EAk28nE4TbibeoCvtdb,spotify:track:5m3EAk28nE4TbibeoCvtdb,https://api.spotify.com/v1/tracks/5m3EAk28nE4TbibeoCvtdb,https://api.spotify.com/v1/audio-analysis/5m3EAk28nE4TbibeoCvtdb,229093,4
"You and I, Pt. II - 2017 Remaster",Fleetwood Mac,0.717,0.68,9,-10.667,1,0.0519,0.0756,0.000138,0.396,0.912,123.592,audio_features,5njIsIfKDybWULkucnZwSf,spotify:track:5njIsIfKDybWULkucnZwSf,https://api.spotify.com/v1/tracks/5njIsIfKDybWULkucnZwSf,https://api.spotify.com/v1/audio-analysis/5njIsIfKDybWULkucnZwSf,159613,4
Monday Morning - 2017 Remaster,Fleetwood Mac,0.609,0.814,0,-8.141,1,0.0298,0.00285,1.67e-05,0.267,0.881,106.88,audio_features,5tHe4P0tNgFLG4xoEWucUq,spotify:track:5tHe4P0tNgFLG4xoEWucUq,https://api.spotify.com/v1/tracks/5tHe4P0tNgFLG4xoEWucUq,https://api.spotify.com/v1/audio-analysis/5tHe4P0tNgFLG4xoEWucUq,168520,4
Warm Ways - 2017 Remaster,Fleetwood Mac,0.652,0.373,3,-13.994,1,0.0272,0.569,0.00263,0.312,0.457,92.234,audio_features,0rPCoC5DzT84GFTu94uRua,spotify:track:0rPCoC5DzT84GFTu94uRua,https://api.spotify.com/v1/tracks/0rPCoC5DzT84GFTu94uRua,https://api.spotify.com/v1/audio-analysis/0rPCoC5DzT84GFTu94uRua,233507,4
Rhiannon - 2017 Remaster,Fleetwood Mac,0.728,0.598,9,-10.251,0,0.0284,0.224,0.142,0.0988,0.797,129.516,audio_features,3kZUnG3jVpgwh3TQFdTv18,spotify:track:3kZUnG3jVpgwh3TQFdTv18,https://api.spotify.com/v1/tracks/3kZUnG3jVpgwh3TQFdTv18,https://api.spotify.com/v1/audio-analysis/3kZUnG3jVpgwh3TQFdTv18,250360,4
Over My Head - 2017 Remaster,Fleetwood Mac,0.562,0.572,2,-12.992,1,0.027,0.549,0.00321,0.0685,0.74,99.004,audio_features,1n6USEqt0PTV3xEeSmIzaR,spotify:track:1n6USEqt0PTV3xEeSmIzaR,https://api.spotify.com/v1/tracks/1n6USEqt0PTV3xEeSmIzaR,https://api.spotify.com/v1/audio-analysis/1n6USEqt0PTV3xEeSmIzaR,218000,4
Crystal - 2017 Remaster,Fleetwood Mac,0.559,0.289,4,-12.848,0,0.0315,0.618,0.000393,0.111,0.201,123.845,audio_features,4mPHXe0GwQM24wpLa64mjY,spotify:track:4mPHXe0GwQM24wpLa64mjY,https://api.spotify.com/v1/tracks/4mPHXe0GwQM24wpLa64mjY,https://api.spotify.com/v1/audio-analysis/4mPHXe0GwQM24wpLa64mjY,311053,3
Say You Love Me - 2017 Remaster,Fleetwood Mac,0.718,0.726,9,-8.491,1,0.0296,0.0125,0.00699,0.112,0.935,128.721,audio_features,4xmxQlwx8KMBK56zIn0Y8B,spotify:track:4xmxQlwx8KMBK56zIn0Y8B,https://api.spotify.com/v1/tracks/4xmxQlwx8KMBK56zIn0Y8B,https://api.spotify.com/v1/audio-analysis/4xmxQlwx8KMBK56zIn0Y8B,249907,4
Landslide - 2017 Remaster,Fleetwood Mac,0.431,0.297,7,-14.933,0,0.0307,0.847,0.000589,0.115,0.467,160.168,audio_features,7lir0j0yV5XM06AgKyAlIX,spotify:track:7lir0j0yV5XM06AgKyAlIX,https://api.spotify.com/v1/tracks/7lir0j0yV5XM06AgKyAlIX,https://api.spotify.com/v1/audio-analysis/7lir0j0yV5XM06AgKyAlIX,199213,4
World Turning - 2017 Remaster,Fleetwood Mac,0.678,0.566,2,-12.244,1,0.0311,0.294,0.0125,0.11,0.888,115.617,audio_features,0ixjGEJjAVUIHQex2I2opM,spotify:track:0ixjGEJjAVUIHQex2I2opM,https://api.spotify.com/v1/tracks/0ixjGEJjAVUIHQex2I2opM,https://api.spotify.com/v1/audio-analysis/0ixjGEJjAVUIHQex2I2opM,264733,4
Sugar Daddy - 2017 Remaster,Fleetwood Mac,0.806,0.533,9,-8.241,1,0.0366,0.00719,0.442,0.099,0.93,122.677,audio_features,7qpRuHgDwkVNnpUh3SRlDO,spotify:track:7qpRuHgDwkVNnpUh3SRlDO,https://api.spotify.com/v1/tracks/7qpRuHgDwkVNnpUh3SRlDO,https://api.spotify.com/v1/audio-analysis/7qpRuHgDwkVNnpUh3SRlDO,249800,4
I'm so Afraid - 2017 Remaster,Fleetwood Mac,0.463,0.617,0,-9.372,1,0.0348,0.000167,0.741,0.084,0.403,125.532,audio_features,7lcvdNi4DgMmC50hh0oURy,spotify:track:7lcvdNi4DgMmC50hh0oURy,https://api.spotify.com/v1/tracks/7lcvdNi4DgMmC50hh0oURy,https://api.spotify.com/v1/audio-analysis/7lcvdNi4DgMmC50hh0oURy,270147,4
Rhiannon (Will You Ever Win) - Single; 2017 Remaster,Fleetwood Mac,0.684,0.64,9,-8.942,0,0.0304,0.398,0.0266,0.101,0.778,129.995,audio_features,4gcz959YVbjQJd8NYrasZf,spotify:track:4gcz959YVbjQJd8NYrasZf,https://api.spotify.com/v1/tracks/4gcz959YVbjQJd8NYrasZf,https://api.spotify.com/v1/audio-analysis/4gcz959YVbjQJd8NYrasZf,228320,4
Strange Days,The Doors,0.411,0.763,9,-6.738,0,0.0541,0.199,0.00447,0.329,0.462,121.57,audio_features,4WFVX3E568hdAixIj3U222,spotify:track:4WFVX3E568hdAixIj3U222,https://api.spotify.com/v1/tracks/4WFVX3E568hdAixIj3U222,https://api.spotify.com/v1/audio-analysis/4WFVX3E568hdAixIj3U222,186560,4
You're Lost Little Girl,The Doors,0.509,0.386,4,-10.401,0,0.0269,0.63,6.18e-05,0.125,0.389,111.7,audio_features,5onlaW8X1ps8VS4DhxpFom,spotify:track:5onlaW8X1ps8VS4DhxpFom,https://api.spotify.com/v1/tracks/5onlaW8X1ps8VS4DhxpFom,https://api.spotify.com/v1/audio-analysis/5onlaW8X1ps8VS4DhxpFom,180573,4
Love Me Two Times,The Doors,0.684,0.698,9,-6.219,1,0.041,0.332,5.16e-06,0.122,0.839,132.846,audio_features,67HxeUADW4H3ERfaPW59ma,spotify:track:67HxeUADW4H3ERfaPW59ma,https://api.spotify.com/v1/tracks/67HxeUADW4H3ERfaPW59ma,https://api.spotify.com/v1/audio-analysis/67HxeUADW4H3ERfaPW59ma,195107,4
Unhappy Girl,The Doors,0.487,0.55,5,-7.1,0,0.038,0.609,0.0,0.0992,0.634,127.107,audio_features,7MW3s6XnZua7CNQAfmdGe8,spotify:track:7MW3s6XnZua7CNQAfmdGe8,https://api.spotify.com/v1/tracks/7MW3s6XnZua7CNQAfmdGe8,https://api.spotify.com/v1/audio-analysis/7MW3s6XnZua7CNQAfmdGe8,117067,4
Horse Latitudes,The Doors,0.208,0.954,2,-10.833,0,0.334,0.657,2.01e-05,0.685,0.0404,44.323,audio_features,6vcqR6rCL2k4EDhqH8gzeO,spotify:track:6vcqR6rCL2k4EDhqH8gzeO,https://api.spotify.com/v1/tracks/6vcqR6rCL2k4EDhqH8gzeO,https://api.spotify.com/v1/audio-analysis/6vcqR6rCL2k4EDhqH8gzeO,95227,4
Moonlight Drive,The Doors,0.611,0.734,2,-6.686,1,0.0334,0.605,0.0,0.0892,0.82,113.266,audio_features,0ja1dJM5gBTjk5U9wsMP9r,spotify:track:0ja1dJM5gBTjk5U9wsMP9r,https://api.spotify.com/v1/tracks/0ja1dJM5gBTjk5U9wsMP9r,https://api.spotify.com/v1/audio-analysis/0ja1dJM5gBTjk5U9wsMP9r,181347,4
My Eyes Have Seen You,The Doors,0.417,0.83,4,-7.206,0,0.0532,0.284,0.0,0.0863,0.943,131.715,audio_features,6HSQ5z5afdLjhphHWfPiEG,spotify:track:6HSQ5z5afdLjhphHWfPiEG,https://api.spotify.com/v1/tracks/6HSQ5z5afdLjhphHWfPiEG,https://api.spotify.com/v1/audio-analysis/6HSQ5z5afdLjhphHWfPiEG,147200,4
I Can't See Your Face in My Mind,The Doors,0.561,0.315,9,-12.21,0,0.0472,0.638,1.8e-05,0.493,0.432,97.173,audio_features,6wov6IWJkisFG6rUZIESsB,spotify:track:6wov6IWJkisFG6rUZIESsB,https://api.spotify.com/v1/tracks/6wov6IWJkisFG6rUZIESsB,https://api.spotify.com/v1/audio-analysis/6wov6IWJkisFG6rUZIESsB,203293,4
When the Music's Over,The Doors,0.532,0.459,9,-10.329,1,0.0307,0.172,6.61e-05,0.0472,0.597,98.196,audio_features,42dsUTJpzMWUJfEkzsbKWl,spotify:track:42dsUTJpzMWUJfEkzsbKWl,https://api.spotify.com/v1/tracks/42dsUTJpzMWUJfEkzsbKWl,https://api.spotify.com/v1/audio-analysis/42dsUTJpzMWUJfEkzsbKWl,659267,4
Soul Kitchen,The Doors,0.679,0.443,9,-7.376,1,0.0394,0.33,0.0,0.0533,0.609,115.843,audio_features,2Xdc6qyaFBJZ8QW1KhpVci,spotify:track:2Xdc6qyaFBJZ8QW1KhpVci,https://api.spotify.com/v1/tracks/2Xdc6qyaFBJZ8QW1KhpVci,https://api.spotify.com/v1/audio-analysis/2Xdc6qyaFBJZ8QW1KhpVci,213000,4
Twentieth Century Fox,The Doors,0.583,0.675,9,-7.126,1,0.0318,0.316,0.0,0.0472,0.693,114.208,audio_features,7mc2TP4Vzuyw2vNf1bLW9f,spotify:track:7mc2TP4Vzuyw2vNf1bLW9f,https://api.spotify.com/v1/tracks/7mc2TP4Vzuyw2vNf1bLW9f,https://api.spotify.com/v1/audio-analysis/7mc2TP4Vzuyw2vNf1bLW9f,151667,4
Alabama Song (Whisky Bar),The Doors,0.568,0.645,5,-8.363,1,0.0416,0.543,0.0,0.191,0.901,170.676,audio_features,0JNZGIavoUrdup1NsgJOQs,spotify:track:0JNZGIavoUrdup1NsgJOQs,https://api.spotify.com/v1/tracks/0JNZGIavoUrdup1NsgJOQs,https://api.spotify.com/v1/audio-analysis/0JNZGIavoUrdup1NsgJOQs,197400,4
Back Door Man,The Doors,0.476,0.612,9,-7.01,1,0.0335,0.287,0.000252,0.0877,0.909,177.233,audio_features,03By6gD02qhtvIQiK8KidK,spotify:track:03By6gD02qhtvIQiK8KidK,https://api.spotify.com/v1/tracks/03By6gD02qhtvIQiK8KidK,https://api.spotify.com/v1/audio-analysis/03By6gD02qhtvIQiK8KidK,212427,4
I Looked at You,The Doors,0.396,0.707,0,-7.989,1,0.0708,0.0257,0.0,0.11,0.843,148.814,audio_features,6vCLIvOIabRk1XQfMb6RXi,spotify:track:6vCLIvOIabRk1XQfMb6RXi,https://api.spotify.com/v1/tracks/6vCLIvOIabRk1XQfMb6RXi,https://api.spotify.com/v1/audio-analysis/6vCLIvOIabRk1XQfMb6RXi,140160,4
End of the Night,The Doors,0.41,0.218,11,-12.544,0,0.0293,0.902,0.000396,0.135,0.0755,72.081,audio_features,09ezgACZuwWZt6CtQSSLRG,spotify:track:09ezgACZuwWZt6CtQSSLRG,https://api.spotify.com/v1/tracks/09ezgACZuwWZt6CtQSSLRG,https://api.spotify.com/v1/audio-analysis/09ezgACZuwWZt6CtQSSLRG,170693,4
Take It as It Comes,The Doors,0.414,0.554,4,-7.68,0,0.0328,0.00243,0.0,0.18,0.531,149.244,audio_features,4pxHVL0syMQwYK3BxDaTIs,spotify:track:4pxHVL0syMQwYK3BxDaTIs,https://api.spotify.com/v1/tracks/4pxHVL0syMQwYK3BxDaTIs,https://api.spotify.com/v1/audio-analysis/4pxHVL0syMQwYK3BxDaTIs,134933,4
The End,The Doors,0.347,0.302,0,-12.104,1,0.0291,0.163,9.17e-05,0.14,0.0332,105.702,audio_features,5UgT7w6zVZjP3oyawMzbiK,spotify:track:5UgT7w6zVZjP3oyawMzbiK,https://api.spotify.com/v1/tracks/5UgT7w6zVZjP3oyawMzbiK,https://api.spotify.com/v1/audio-analysis/5UgT7w6zVZjP3oyawMzbiK,703373,4
"Hello, I Love You",The Doors,0.597,0.554,11,-14.144,0,0.0425,0.029,0.0,0.0766,0.963,117.835,audio_features,3bWGaqVeYKMlLss40mPgNn,spotify:track:3bWGaqVeYKMlLss40mPgNn,https://api.spotify.com/v1/tracks/3bWGaqVeYKMlLss40mPgNn,https://api.spotify.com/v1/audio-analysis/3bWGaqVeYKMlLss40mPgNn,133200,4
Love Street,The Doors,0.709,0.305,9,-14.809,0,0.0397,0.687,0.0,0.265,0.483,118.821,audio_features,5Q2Im8o4RthlAMkvUMYwGj,spotify:track:5Q2Im8o4RthlAMkvUMYwGj,https://api.spotify.com/v1/tracks/5Q2Im8o4RthlAMkvUMYwGj,https://api.spotify.com/v1/audio-analysis/5Q2Im8o4RthlAMkvUMYwGj,169533,4
Not to Touch the Earth,The Doors,0.416,0.594,5,-13.718,1,0.0455,0.0286,0.000526,0.211,0.481,119.293,audio_features,4CyqGx74ElL4WC5TaEbx0x,spotify:track:4CyqGx74ElL4WC5TaEbx0x,https://api.spotify.com/v1/tracks/4CyqGx74ElL4WC5TaEbx0x,https://api.spotify.com/v1/audio-analysis/4CyqGx74ElL4WC5TaEbx0x,234440,4
Summer's Almost Gone,The Doors,0.486,0.218,0,-17.289,0,0.0261,0.864,0.00166,0.397,0.638,92.71,audio_features,657O4nJxZktsNDvBimhZ0i,spotify:track:657O4nJxZktsNDvBimhZ0i,https://api.spotify.com/v1/tracks/657O4nJxZktsNDvBimhZ0i,https://api.spotify.com/v1/audio-analysis/657O4nJxZktsNDvBimhZ0i,199427,4
Wintertime Love,The Doors,0.402,0.358,2,-15.56,1,0.0342,0.0809,0.000144,0.201,0.662,169.695,audio_features,5XZKjnMgqL4fHTS5at7657,spotify:track:5XZKjnMgqL4fHTS5at7657,https://api.spotify.com/v1/tracks/5XZKjnMgqL4fHTS5at7657,https://api.spotify.com/v1/audio-analysis/5XZKjnMgqL4fHTS5at7657,112707,3
Spanish Caravan,The Doors,0.38,0.388,4,-16.123,0,0.0413,0.288,0.0175,0.322,0.265,139.206,audio_features,32bJv8V2Xgi5mtxdPcsi8B,spotify:track:32bJv8V2Xgi5mtxdPcsi8B,https://api.spotify.com/v1/tracks/32bJv8V2Xgi5mtxdPcsi8B,https://api.spotify.com/v1/audio-analysis/32bJv8V2Xgi5mtxdPcsi8B,178307,4
We Could Be so Good Together,The Doors,0.505,0.359,7,-13.028,1,0.0422,0.158,0.0,0.102,0.799,143.439,audio_features,4CIGLBUyPKZzHoYankmQzk,spotify:track:4CIGLBUyPKZzHoYankmQzk,https://api.spotify.com/v1/tracks/4CIGLBUyPKZzHoYankmQzk,https://api.spotify.com/v1/audio-analysis/4CIGLBUyPKZzHoYankmQzk,143267,4
"Yes, the River Knows",The Doors,0.551,0.177,6,-18.409,0,0.0357,0.854,1.05e-05,0.239,0.224,75.733,audio_features,6jrzTN8AezZ9SgE2UMb9tE,spotify:track:6jrzTN8AezZ9SgE2UMb9tE,https://api.spotify.com/v1/tracks/6jrzTN8AezZ9SgE2UMb9tE,https://api.spotify.com/v1/audio-analysis/6jrzTN8AezZ9SgE2UMb9tE,154640,4
Five to One,The Doors,0.615,0.401,4,-14.07,0,0.0507,0.203,0.0,0.086,0.672,87.959,audio_features,5FlBGGwGuqYmqr0qeBWrxe,spotify:track:5FlBGGwGuqYmqr0qeBWrxe,https://api.spotify.com/v1/tracks/5FlBGGwGuqYmqr0qeBWrxe,https://api.spotify.com/v1/audio-analysis/5FlBGGwGuqYmqr0qeBWrxe,264960,4
The Unknown Soldier,The Doors,0.461,0.367,2,-13.85,1,0.104,0.291,0.0216,0.366,0.671,115.717,audio_features,78JYtz4yOPqAEgZZc3SBLT,spotify:track:78JYtz4yOPqAEgZZc3SBLT,https://api.spotify.com/v1/tracks/78JYtz4yOPqAEgZZc3SBLT,https://api.spotify.com/v1/audio-analysis/78JYtz4yOPqAEgZZc3SBLT,201107,4
