name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
I Gotta Go,The Rolling Stones,0.579,0.872,2,-3.102,1,0.0795,0.469,0.00286,0.087,0.505,120.033,audio_features,3dLnl0OKTxQcRZlGcJzorK,spotify:track:3dLnl0OKTxQcRZlGcJzorK,https://api.spotify.com/v1/tracks/3dLnl0OKTxQcRZlGcJzorK,https://api.spotify.com/v1/audio-analysis/3dLnl0OKTxQcRZlGcJzorK,206173,4
Everybody Knows About My Good Thing,The Rolling Stones,0.28,0.84,7,-3.497,1,0.0728,0.248,0.228,0.366,0.476,199.771,audio_features,1ngG1sLe4vloTtxoP92eW4,spotify:track:1ngG1sLe4vloTtxoP92eW4,https://api.spotify.com/v1/tracks/1ngG1sLe4vloTtxoP92eW4,https://api.spotify.com/v1/audio-analysis/1ngG1sLe4vloTtxoP92eW4,270827,3
Hate To See You Go,The Rolling Stones,0.418,0.828,7,-5.173,1,0.122,0.399,0.669,0.146,0.376,184.436,audio_features,0EJCZM5mVoJjA1MxcoZE6O,spotify:track:0EJCZM5mVoJjA1MxcoZE6O,https://api.spotify.com/v1/tracks/0EJCZM5mVoJjA1MxcoZE6O,https://api.spotify.com/v1/audio-analysis/0EJCZM5mVoJjA1MxcoZE6O,200787,4
Hoo Doo Blues,The Rolling Stones,0.461,0.74,7,-4.961,1,0.0387,0.358,0.138,0.301,0.597,70.003,audio_features,5KjA0ATN6otF7YV09c3SBq,spotify:track:5KjA0ATN6otF7YV09c3SBq,https://api.spotify.com/v1/tracks/5KjA0ATN6otF7YV09c3SBq,https://api.spotify.com/v1/audio-analysis/5KjA0ATN6otF7YV09c3SBq,156840,4
Little Rain,The Rolling Stones,0.432,0.384,2,-6.894,1,0.0279,0.844,0.0471,0.102,0.168,94.38,audio_features,1RRXUq5Fhqcbtm02i5p68U,spotify:track:1RRXUq5Fhqcbtm02i5p68U,https://api.spotify.com/v1/tracks/1RRXUq5Fhqcbtm02i5p68U,https://api.spotify.com/v1/audio-analysis/1RRXUq5Fhqcbtm02i5p68U,212213,3
Just Like I Treat You,The Rolling Stones,0.59,0.905,2,-3.631,1,0.0424,0.303,0.00802,0.176,0.626,107.307,audio_features,3gjKl0yWv2M1aPLu6FFm3a,spotify:track:3gjKl0yWv2M1aPLu6FFm3a,https://api.spotify.com/v1/tracks/3gjKl0yWv2M1aPLu6FFm3a,https://api.spotify.com/v1/audio-analysis/3gjKl0yWv2M1aPLu6FFm3a,204653,4
I Can't Quit You Baby,The Rolling Stones,0.328,0.711,2,-5.037,1,0.0455,0.226,0.0172,0.0669,0.17,182.5,audio_features,5d48Ugz3zU2qfKdgKk4tL5,spotify:track:5d48Ugz3zU2qfKdgKk4tL5,https://api.spotify.com/v1/tracks/5d48Ugz3zU2qfKdgKk4tL5,https://api.spotify.com/v1/audio-analysis/5d48Ugz3zU2qfKdgKk4tL5,313040,3
A Rush and a Push and the Land Is Ours - 2011 Remaster,The Smiths,0.67,0.64,10,-9.024,1,0.0268,0.114,5.45e-06,0.259,0.633,110.14,audio_features,6Ps04Nfh2PySU4fIPZWxrU,spotify:track:6Ps04Nfh2PySU4fIPZWxrU,https://api.spotify.com/v1/tracks/6Ps04Nfh2PySU4fIPZWxrU,https://api.spotify.com/v1/audio-analysis/6Ps04Nfh2PySU4fIPZWxrU,183013,4
I Started Something I Couldn't Finish - 2011 Remaster,The Smiths,0.581,0.851,6,-5.723,0,0.0336,0.112,0.00539,0.0375,0.703,135.155,audio_features,3PVVqlxFpXmU46iqAVG4Jg,spotify:track:3PVVqlxFpXmU46iqAVG4Jg,https://api.spotify.com/v1/tracks/3PVVqlxFpXmU46iqAVG4Jg,https://api.spotify.com/v1/audio-analysis/3PVVqlxFpXmU46iqAVG4Jg,227533,4
Death of a Disco Dancer - 2011 Remaster,The Smiths,0.26,0.864,9,-7.599,1,0.0541,0.0134,0.204,0.0924,0.56,171.035,audio_features,1Nov3Bi6sKCDnnuhjPJTCY,spotify:track:1Nov3Bi6sKCDnnuhjPJTCY,https://api.spotify.com/v1/tracks/1Nov3Bi6sKCDnnuhjPJTCY,https://api.spotify.com/v1/audio-analysis/1Nov3Bi6sKCDnnuhjPJTCY,326253,4
Girlfriend in a Coma - 2011 Remaster,The Smiths,0.68,0.626,7,-8.519,1,0.0255,0.126,1.3e-06,0.0995,0.96,104.333,audio_features,01q4ccXbvPlCwZ1fPiFaeM,spotify:track:01q4ccXbvPlCwZ1fPiFaeM,https://api.spotify.com/v1/tracks/01q4ccXbvPlCwZ1fPiFaeM,https://api.spotify.com/v1/audio-analysis/01q4ccXbvPlCwZ1fPiFaeM,122760,4
Unhappy Birthday - 2011 Remaster,The Smiths,0.61,0.577,0,-9.517,1,0.0295,0.625,0.0,0.0604,0.431,137.086,audio_features,0LQBVQgU1NKDMigWel9fyv,spotify:track:0LQBVQgU1NKDMigWel9fyv,https://api.spotify.com/v1/tracks/0LQBVQgU1NKDMigWel9fyv,https://api.spotify.com/v1/audio-analysis/0LQBVQgU1NKDMigWel9fyv,165187,3
Paint a Vulgar Picture - 2011 Remaster,The Smiths,0.559,0.679,9,-6.796,1,0.0238,0.00732,7.07e-06,0.0755,0.65,96.204,audio_features,54RgmPfPMd9NsPqCSJNMex,spotify:track:54RgmPfPMd9NsPqCSJNMex,https://api.spotify.com/v1/tracks/54RgmPfPMd9NsPqCSJNMex,https://api.spotify.com/v1/audio-analysis/54RgmPfPMd9NsPqCSJNMex,336093,4
Death at One's Elbow - 2011 Remaster,The Smiths,0.631,0.965,2,-6.327,1,0.0627,0.0718,3.74e-06,0.356,0.625,124.171,audio_features,6p3bhE5jahFtOk9QVNFnNY,spotify:track:6p3bhE5jahFtOk9QVNFnNY,https://api.spotify.com/v1/tracks/6p3bhE5jahFtOk9QVNFnNY,https://api.spotify.com/v1/audio-analysis/6p3bhE5jahFtOk9QVNFnNY,120027,4
I Won't Share You - 2011 Remaster,The Smiths,0.515,0.378,7,-11.032,1,0.0277,0.22,0.0,0.0404,0.436,92.228,audio_features,3kLE2Jsxeb3W2bhx82bPlb,spotify:track:3kLE2Jsxeb3W2bhx82bPlb,https://api.spotify.com/v1/tracks/3kLE2Jsxeb3W2bhx82bPlb,https://api.spotify.com/v1/audio-analysis/3kLE2Jsxeb3W2bhx82bPlb,173560,4
Reel Around the Fountain - 2011 Remaster,The Smiths,0.67,0.571,9,-9.976,1,0.0255,0.00507,7.23e-05,0.124,0.899,109.905,audio_features,5bSASu4W0HJx6CuG8rbRcA,spotify:track:5bSASu4W0HJx6CuG8rbRcA,https://api.spotify.com/v1/tracks/5bSASu4W0HJx6CuG8rbRcA,https://api.spotify.com/v1/audio-analysis/5bSASu4W0HJx6CuG8rbRcA,359227,4
You've Got Everything Now - 2011 Remaster,The Smiths,0.514,0.792,9,-7.732,1,0.0354,0.00186,4.5e-05,0.108,0.835,149.127,audio_features,2DYCM1sNmGliRszlzPkMiG,spotify:track:2DYCM1sNmGliRszlzPkMiG,https://api.spotify.com/v1/tracks/2DYCM1sNmGliRszlzPkMiG,https://api.spotify.com/v1/audio-analysis/2DYCM1sNmGliRszlzPkMiG,239800,4
Miserable Lie - 2011 Remaster,The Smiths,0.346,0.928,11,-6.549,0,0.131,0.000283,0.00331,0.0718,0.528,148.444,audio_features,7mlrI6GQJLbDPhBkAK1TkC,spotify:track:7mlrI6GQJLbDPhBkAK1TkC,https://api.spotify.com/v1/tracks/7mlrI6GQJLbDPhBkAK1TkC,https://api.spotify.com/v1/audio-analysis/7mlrI6GQJLbDPhBkAK1TkC,267813,4
Pretty Girls Make Graves - 2011 Remaster,The Smiths,0.614,0.663,6,-9.059,0,0.0265,0.00543,5.3e-06,0.199,0.778,116.217,audio_features,3wUMcPzXcmaeW8QxTdyXQO,spotify:track:3wUMcPzXcmaeW8QxTdyXQO,https://api.spotify.com/v1/tracks/3wUMcPzXcmaeW8QxTdyXQO,https://api.spotify.com/v1/audio-analysis/3wUMcPzXcmaeW8QxTdyXQO,223253,4
The Hand That Rocks the Cradle - 2011 Remaster,The Smiths,0.621,0.766,9,-10.043,1,0.0316,0.00082,1.9e-06,0.21,0.936,115.621,audio_features,4Xgswinq80oMl4a0xhBMWT,spotify:track:4Xgswinq80oMl4a0xhBMWT,https://api.spotify.com/v1/tracks/4Xgswinq80oMl4a0xhBMWT,https://api.spotify.com/v1/audio-analysis/4Xgswinq80oMl4a0xhBMWT,277987,4
This Charming Man - 2011 Remaster,The Smiths,0.611,0.846,11,-5.9,1,0.0436,0.00509,0.0,0.0784,0.751,103.912,audio_features,1FvDJ9KGxcqwv1utyPL3JZ,spotify:track:1FvDJ9KGxcqwv1utyPL3JZ,https://api.spotify.com/v1/tracks/1FvDJ9KGxcqwv1utyPL3JZ,https://api.spotify.com/v1/audio-analysis/1FvDJ9KGxcqwv1utyPL3JZ,162920,4
Still Ill - 2011 Remaster,The Smiths,0.404,0.927,9,-7.568,1,0.146,0.0112,0.00678,0.163,0.49,175.11,audio_features,0uLI1jac8ZJSSRG4QJDo3J,spotify:track:0uLI1jac8ZJSSRG4QJDo3J,https://api.spotify.com/v1/tracks/0uLI1jac8ZJSSRG4QJDo3J,https://api.spotify.com/v1/audio-analysis/0uLI1jac8ZJSSRG4QJDo3J,201747,4
Hand in Glove - 2011 Remaster,The Smiths,0.445,0.89,0,-7.242,0,0.0354,8.97e-05,0.000176,0.284,0.915,141.802,audio_features,2JZu2ny6Et9wFic99sMF7x,spotify:track:2JZu2ny6Et9wFic99sMF7x,https://api.spotify.com/v1/tracks/2JZu2ny6Et9wFic99sMF7x,https://api.spotify.com/v1/audio-analysis/2JZu2ny6Et9wFic99sMF7x,202587,4
What Difference Does It Make? - 2011 Remaster,The Smiths,0.383,0.888,1,-6.503,0,0.037,0.000492,0.000174,0.0479,0.393,163.23,audio_features,3rzYUfyzdZW96cHXnGn1xI,spotify:track:3rzYUfyzdZW96cHXnGn1xI,https://api.spotify.com/v1/tracks/3rzYUfyzdZW96cHXnGn1xI,https://api.spotify.com/v1/audio-analysis/3rzYUfyzdZW96cHXnGn1xI,229867,4
I Don't Owe You Anything - 2011 Remaster,The Smiths,0.696,0.432,4,-9.881,1,0.0269,0.0179,0.0,0.142,0.597,113.307,audio_features,4WKdgb3xzbTSU7WT3kK3na,spotify:track:4WKdgb3xzbTSU7WT3kK3na,https://api.spotify.com/v1/tracks/4WKdgb3xzbTSU7WT3kK3na,https://api.spotify.com/v1/audio-analysis/4WKdgb3xzbTSU7WT3kK3na,244640,4
Suffer Little Children - 2011 Remaster,The Smiths,0.633,0.51,2,-9.433,1,0.0246,0.0223,0.0545,0.0875,0.711,99.52,audio_features,3nk8Vxo0BuovX4UtvuvcHR,spotify:track:3nk8Vxo0BuovX4UtvuvcHR,https://api.spotify.com/v1/tracks/3nk8Vxo0BuovX4UtvuvcHR,https://api.spotify.com/v1/audio-analysis/3nk8Vxo0BuovX4UtvuvcHR,330973,4
The Queen Is Dead - 2011 Remaster,The Smiths,0.513,0.898,4,-6.242,1,0.0524,0.00106,0.0212,0.791,0.61,140.452,audio_features,03ZwNF6FTvazNuOXNQf8k8,spotify:track:03ZwNF6FTvazNuOXNQf8k8,https://api.spotify.com/v1/tracks/03ZwNF6FTvazNuOXNQf8k8,https://api.spotify.com/v1/audio-analysis/03ZwNF6FTvazNuOXNQf8k8,387147,4
"Frankly, Mr. Shankly - 2011 Remaster",The Smiths,0.713,0.748,4,-6.53,1,0.0251,0.0709,0.000397,0.156,0.924,111.556,audio_features,1qIagqll7ZcgmiLTrtSvKc,spotify:track:1qIagqll7ZcgmiLTrtSvKc,https://api.spotify.com/v1/tracks/1qIagqll7ZcgmiLTrtSvKc,https://api.spotify.com/v1/audio-analysis/1qIagqll7ZcgmiLTrtSvKc,138813,4
I Know It's Over - 2011 Remaster,The Smiths,0.407,0.424,0,-10.583,1,0.0318,0.0847,0.0,0.234,0.404,113.311,audio_features,3M2bD9SMYnJIPdrTKUnBd3,spotify:track:3M2bD9SMYnJIPdrTKUnBd3,https://api.spotify.com/v1/tracks/3M2bD9SMYnJIPdrTKUnBd3,https://api.spotify.com/v1/audio-analysis/3M2bD9SMYnJIPdrTKUnBd3,349187,3
Never Had No One Ever - 2011 Remaster,The Smiths,0.27,0.535,9,-8.673,0,0.0329,0.0679,0.00225,0.143,0.336,194.625,audio_features,2VyOpoblI3AHO6R8dr87Ia,spotify:track:2VyOpoblI3AHO6R8dr87Ia,https://api.spotify.com/v1/tracks/2VyOpoblI3AHO6R8dr87Ia,https://api.spotify.com/v1/audio-analysis/2VyOpoblI3AHO6R8dr87Ia,218373,3
Cemetry Gates - 2011 Remaster,The Smiths,0.55,0.796,7,-7.007,1,0.0306,0.151,0.0,0.222,0.622,105.354,audio_features,03yOjwHoOPDlTUg0NRxN6t,spotify:track:03yOjwHoOPDlTUg0NRxN6t,https://api.spotify.com/v1/tracks/03yOjwHoOPDlTUg0NRxN6t,https://api.spotify.com/v1/audio-analysis/03yOjwHoOPDlTUg0NRxN6t,161040,4
Bigmouth Strikes Again - 2011 Remaster,The Smiths,0.401,0.901,1,-5.011,0,0.041,0.0704,0.0,0.538,0.839,134.799,audio_features,2OErSh4oVVAUll0vHxdr6p,spotify:track:2OErSh4oVVAUll0vHxdr6p,https://api.spotify.com/v1/tracks/2OErSh4oVVAUll0vHxdr6p,https://api.spotify.com/v1/audio-analysis/2OErSh4oVVAUll0vHxdr6p,193320,4
Vicar in a Tutu - 2011 Remaster,The Smiths,0.495,0.882,4,-7.272,1,0.0362,0.00154,0.0,0.79,0.807,124.917,audio_features,59cZGLKHgcYWd0z4fvtikE,spotify:track:59cZGLKHgcYWd0z4fvtikE,https://api.spotify.com/v1/tracks/59cZGLKHgcYWd0z4fvtikE,https://api.spotify.com/v1/audio-analysis/59cZGLKHgcYWd0z4fvtikE,144213,4
Some Girls Are Bigger Than Others - 2011 Remaster,The Smiths,0.525,0.927,1,-9.561,0,0.0547,0.0025,0.000799,0.216,0.308,161.798,audio_features,3znapZvsInnCVsDERDUaM5,spotify:track:3znapZvsInnCVsDERDUaM5,https://api.spotify.com/v1/tracks/3znapZvsInnCVsDERDUaM5,https://api.spotify.com/v1/audio-analysis/3znapZvsInnCVsDERDUaM5,197800,4
The Boy with the Thorn in His Side - 2011 Remaster,The Smiths,0.514,0.87,7,-6.516,1,0.0419,0.208,4.1e-05,0.524,0.847,118.962,audio_features,6s1lXoCa6EmIGnr0GrwcJp,spotify:track:6s1lXoCa6EmIGnr0GrwcJp,https://api.spotify.com/v1/tracks/6s1lXoCa6EmIGnr0GrwcJp,https://api.spotify.com/v1/audio-analysis/6s1lXoCa6EmIGnr0GrwcJp,196627,4
From Eden,Hozier,0.484,0.528,0,-6.951,1,0.0424,0.398,2.57e-05,0.107,0.408,109.361,audio_features,1yi8EOTpKeVK4cj5HS8DRp,spotify:track:1yi8EOTpKeVK4cj5HS8DRp,https://api.spotify.com/v1/tracks/1yi8EOTpKeVK4cj5HS8DRp,https://api.spotify.com/v1/audio-analysis/1yi8EOTpKeVK4cj5HS8DRp,222427,4
Work Song,Hozier,0.484,0.381,10,-10.732,1,0.0625,0.74,1.4e-06,0.111,0.296,118.567,audio_features,5szmwG86IFASvYrca21MEz,spotify:track:5szmwG86IFASvYrca21MEz,https://api.spotify.com/v1/tracks/5szmwG86IFASvYrca21MEz,https://api.spotify.com/v1/audio-analysis/5szmwG86IFASvYrca21MEz,229667,4
Arsonist's Lullabye,Hozier,0.463,0.373,6,-10.666,0,0.0362,0.673,0.0745,0.118,0.184,64.831,audio_features,1UWhx0pFZccP4jdCIZsj7U,spotify:track:1UWhx0pFZccP4jdCIZsj7U,https://api.spotify.com/v1/tracks/1UWhx0pFZccP4jdCIZsj7U,https://api.spotify.com/v1/audio-analysis/1UWhx0pFZccP4jdCIZsj7U,266547,4
"To Be Alone - Live at the Pepper Canister Church, Dublin, Ireland - December 2013",Hozier,0.516,0.126,0,-13.132,0,0.0448,0.861,1.37e-05,0.709,0.275,131.417,audio_features,41JqWkBv5VC8bBP4I1uPDN,spotify:track:41JqWkBv5VC8bBP4I1uPDN,https://api.spotify.com/v1/tracks/41JqWkBv5VC8bBP4I1uPDN,https://api.spotify.com/v1/audio-analysis/41JqWkBv5VC8bBP4I1uPDN,310507,4
Someone New,Hozier,0.446,0.533,7,-5.955,1,0.046,0.427,3.26e-06,0.332,0.58,183.81,audio_features,0efT4YKQLQx2YHbp6vgRX8,spotify:track:0efT4YKQLQx2YHbp6vgRX8,https://api.spotify.com/v1/tracks/0efT4YKQLQx2YHbp6vgRX8,https://api.spotify.com/v1/audio-analysis/0efT4YKQLQx2YHbp6vgRX8,222813,4
To Be Alone,Hozier,0.576,0.443,0,-6.52,0,0.0255,0.402,0.000183,0.141,0.258,67.048,audio_features,32G6qOwK5SuBEA9D6pth34,spotify:track:32G6qOwK5SuBEA9D6pth34,https://api.spotify.com/v1/tracks/32G6qOwK5SuBEA9D6pth34,https://api.spotify.com/v1/audio-analysis/32G6qOwK5SuBEA9D6pth34,323640,3
From Eden,Hozier,0.399,0.672,0,-5.506,1,0.05,0.584,2.45e-05,0.118,0.285,142.215,audio_features,2XRCxFtPqSsnY94jZCFuYu,spotify:track:2XRCxFtPqSsnY94jZCFuYu,https://api.spotify.com/v1/tracks/2XRCxFtPqSsnY94jZCFuYu,https://api.spotify.com/v1/audio-analysis/2XRCxFtPqSsnY94jZCFuYu,283467,5
In a Week (feat. Karen Cowley),Hozier,0.464,0.269,0,-12.14,1,0.0311,0.791,7.68e-06,0.139,0.184,131.396,audio_features,5F55SiWwEEytk6vsQXHxQW,spotify:track:5F55SiWwEEytk6vsQXHxQW,https://api.spotify.com/v1/tracks/5F55SiWwEEytk6vsQXHxQW,https://api.spotify.com/v1/audio-analysis/5F55SiWwEEytk6vsQXHxQW,318493,3
Sedated,Hozier,0.661,0.592,9,-5.215,0,0.027,0.184,1.88e-05,0.102,0.256,86.069,audio_features,2YRJxFhJQQvUsf14rXpvBD,spotify:track:2YRJxFhJQQvUsf14rXpvBD,https://api.spotify.com/v1/tracks/2YRJxFhJQQvUsf14rXpvBD,https://api.spotify.com/v1/audio-analysis/2YRJxFhJQQvUsf14rXpvBD,207667,4
Like Real People Do,Hozier,0.54,0.178,7,-14.33,1,0.0308,0.921,0.377,0.106,0.145,139.941,audio_features,7K6LFPfjdnN6QqvGzhvpRO,spotify:track:7K6LFPfjdnN6QqvGzhvpRO,https://api.spotify.com/v1/tracks/7K6LFPfjdnN6QqvGzhvpRO,https://api.spotify.com/v1/audio-analysis/7K6LFPfjdnN6QqvGzhvpRO,198027,3
It Will Come Back,Hozier,0.501,0.446,0,-7.7,0,0.0338,0.379,4.83e-06,0.159,0.154,86.424,audio_features,13CyXxYgWD9N5KwWqRYU1U,spotify:track:13CyXxYgWD9N5KwWqRYU1U,https://api.spotify.com/v1/tracks/13CyXxYgWD9N5KwWqRYU1U,https://api.spotify.com/v1/audio-analysis/13CyXxYgWD9N5KwWqRYU1U,277653,4
Foreigner's God,Hozier,0.503,0.445,8,-7.624,1,0.0292,0.163,0.000475,0.111,0.382,88.866,audio_features,3kR1DF3AAFCzOtzMIErJ4H,spotify:track:3kR1DF3AAFCzOtzMIErJ4H,https://api.spotify.com/v1/tracks/3kR1DF3AAFCzOtzMIErJ4H,https://api.spotify.com/v1/audio-analysis/3kR1DF3AAFCzOtzMIErJ4H,225227,4
Mojo Pin,Jeff Buckley,0.298,0.416,7,-8.355,1,0.0345,0.0971,4.89e-06,0.0709,0.0494,141.733,audio_features,3wBy12K7BHKHJspUwJw8fq,spotify:track:3wBy12K7BHKHJspUwJw8fq,https://api.spotify.com/v1/tracks/3wBy12K7BHKHJspUwJw8fq,https://api.spotify.com/v1/audio-analysis/3wBy12K7BHKHJspUwJw8fq,342813,4
Last Goodbye,Jeff Buckley,0.541,0.829,2,-5.045,1,0.038,0.0256,0.000432,0.233,0.516,86.934,audio_features,0y5CnV2idm2KkQEudDjfDT,spotify:track:0y5CnV2idm2KkQEudDjfDT,https://api.spotify.com/v1/tracks/0y5CnV2idm2KkQEudDjfDT,https://api.spotify.com/v1/audio-analysis/0y5CnV2idm2KkQEudDjfDT,275720,4
Lilac Wine,Jeff Buckley,0.312,0.0849,7,-16.414,1,0.0374,0.827,5.36e-05,0.0938,0.0673,96.039,audio_features,1StXVL5gClph4z4XzanYko,spotify:track:1StXVL5gClph4z4XzanYko,https://api.spotify.com/v1/tracks/1StXVL5gClph4z4XzanYko,https://api.spotify.com/v1/audio-analysis/1StXVL5gClph4z4XzanYko,272920,3
So Real,Jeff Buckley,0.469,0.625,4,-5.381,0,0.0306,0.00515,2.03e-05,0.0682,0.325,76.785,audio_features,6PBzdsMi6YNdYAevzozBRi,spotify:track:6PBzdsMi6YNdYAevzozBRi,https://api.spotify.com/v1/tracks/6PBzdsMi6YNdYAevzozBRi,https://api.spotify.com/v1/audio-analysis/6PBzdsMi6YNdYAevzozBRi,283507,4
Hallelujah,Jeff Buckley,0.323,0.136,0,-10.33,1,0.0318,0.931,0.00119,0.176,0.0828,96.88,audio_features,3pRaLNL3b8x5uBOcsgvdqM,spotify:track:3pRaLNL3b8x5uBOcsgvdqM,https://api.spotify.com/v1/tracks/3pRaLNL3b8x5uBOcsgvdqM,https://api.spotify.com/v1/audio-analysis/3pRaLNL3b8x5uBOcsgvdqM,413827,3
"Lover, You Should've Come Over",Jeff Buckley,0.385,0.595,2,-5.67,1,0.0398,0.361,1.09e-05,0.174,0.152,119.38,audio_features,6Jv7kjGkhY2fT4yuBF3aTz,spotify:track:6Jv7kjGkhY2fT4yuBF3aTz,https://api.spotify.com/v1/tracks/6Jv7kjGkhY2fT4yuBF3aTz,https://api.spotify.com/v1/audio-analysis/6Jv7kjGkhY2fT4yuBF3aTz,404213,3
Corpus Christi Carol,Jeff Buckley,0.323,0.104,9,-16.068,0,0.0382,0.993,0.00118,0.0762,0.12,106.386,audio_features,4apuooN0LA5LZXeHog3nvb,spotify:track:4apuooN0LA5LZXeHog3nvb,https://api.spotify.com/v1/tracks/4apuooN0LA5LZXeHog3nvb,https://api.spotify.com/v1/audio-analysis/4apuooN0LA5LZXeHog3nvb,176760,4
Eternal Life,Jeff Buckley,0.514,0.983,9,-2.605,1,0.0886,0.00179,1.22e-05,0.169,0.181,95.877,audio_features,7bf4nfz09yp6w7L7r9hQ1V,spotify:track:7bf4nfz09yp6w7L7r9hQ1V,https://api.spotify.com/v1/tracks/7bf4nfz09yp6w7L7r9hQ1V,https://api.spotify.com/v1/audio-analysis/7bf4nfz09yp6w7L7r9hQ1V,292347,4
Dream Brother,Jeff Buckley,0.532,0.516,0,-9.158,1,0.0255,0.105,0.000959,0.101,0.161,94.819,audio_features,6q3wafztoGDT3nQYWVfyuO,spotify:track:6q3wafztoGDT3nQYWVfyuO,https://api.spotify.com/v1/tracks/6q3wafztoGDT3nQYWVfyuO,https://api.spotify.com/v1/audio-analysis/6q3wafztoGDT3nQYWVfyuO,326880,4
Everyday People,Jeff Buckley,0.782,0.12,2,-15.381,1,0.0658,0.449,3.16e-05,0.112,0.417,91.349,audio_features,6sUL8Kn4kuQysuWP1j8eSb,spotify:track:6sUL8Kn4kuQysuWP1j8eSb,https://api.spotify.com/v1/tracks/6sUL8Kn4kuQysuWP1j8eSb,https://api.spotify.com/v1/audio-analysis/6sUL8Kn4kuQysuWP1j8eSb,272907,4
Don't Let the Sun Catch You Cryin',Jeff Buckley,0.605,0.0208,11,-23.567,0,0.0764,0.812,0.0,0.0884,0.204,80.179,audio_features,22Ca9gdsPx8QsOGT2zorSf,spotify:track:22Ca9gdsPx8QsOGT2zorSf,https://api.spotify.com/v1/tracks/22Ca9gdsPx8QsOGT2zorSf,https://api.spotify.com/v1/audio-analysis/22Ca9gdsPx8QsOGT2zorSf,242467,4
Grace,Jeff Buckley,0.339,0.289,2,-13.228,1,0.0309,0.601,0.00193,0.152,0.119,92.893,audio_features,3QxeI3hwk9GnmEIxH2JJMO,spotify:track:3QxeI3hwk9GnmEIxH2JJMO,https://api.spotify.com/v1/tracks/3QxeI3hwk9GnmEIxH2JJMO,https://api.spotify.com/v1/audio-analysis/3QxeI3hwk9GnmEIxH2JJMO,371467,3
Calling You,Jeff Buckley,0.35,0.0365,10,-17.365,1,0.0365,0.901,0.0,0.136,0.0608,93.331,audio_features,0TUFDBFzCh1Hnswo1uQgAH,spotify:track:0TUFDBFzCh1Hnswo1uQgAH,https://api.spotify.com/v1/tracks/0TUFDBFzCh1Hnswo1uQgAH,https://api.spotify.com/v1/audio-analysis/0TUFDBFzCh1Hnswo1uQgAH,299347,4
Dream of You and I,Jeff Buckley,0.461,0.074,8,-25.852,1,0.0403,0.832,0.00401,0.235,0.325,94.255,audio_features,77Cz1l24NXfQZk8NhGPOXb,spotify:track:77Cz1l24NXfQZk8NhGPOXb,https://api.spotify.com/v1/tracks/77Cz1l24NXfQZk8NhGPOXb,https://api.spotify.com/v1/audio-analysis/77Cz1l24NXfQZk8NhGPOXb,270173,3
The Boy with the Thorn In His Side,Jeff Buckley,0.561,0.436,7,-10.915,1,0.0265,0.783,0.0,0.178,0.46,111.779,audio_features,5MiojfkuScUUFvs6NXrCOE,spotify:track:5MiojfkuScUUFvs6NXrCOE,https://api.spotify.com/v1/tracks/5MiojfkuScUUFvs6NXrCOE,https://api.spotify.com/v1/audio-analysis/5MiojfkuScUUFvs6NXrCOE,214307,4
Poor Boy Long Way from Home,Jeff Buckley,0.474,0.521,8,-11.722,1,0.0387,0.793,1.25e-06,0.138,0.692,100.502,audio_features,4m0JlwOyEj4xptMrolTCbY,spotify:track:4m0JlwOyEj4xptMrolTCbY,https://api.spotify.com/v1/tracks/4m0JlwOyEj4xptMrolTCbY,https://api.spotify.com/v1/audio-analysis/4m0JlwOyEj4xptMrolTCbY,362613,4
Night Flight,Jeff Buckley,0.626,0.446,1,-10.103,1,0.0342,0.733,0.0,0.0775,0.685,95.139,audio_features,4Q80MxcxQemEVM6TtTvyqD,spotify:track:4Q80MxcxQemEVM6TtTvyqD,https://api.spotify.com/v1/tracks/4Q80MxcxQemEVM6TtTvyqD,https://api.spotify.com/v1/audio-analysis/4Q80MxcxQemEVM6TtTvyqD,294867,4
Can't Go Back - 2016 Remaster,Fleetwood Mac,0.591,0.775,8,-7.419,1,0.0339,0.0331,0.0552,0.102,0.908,74.171,audio_features,6T2JbOJYYrIFQo7vRHknrD,spotify:track:6T2JbOJYYrIFQo7vRHknrD,https://api.spotify.com/v1/tracks/6T2JbOJYYrIFQo7vRHknrD,https://api.spotify.com/v1/audio-analysis/6T2JbOJYYrIFQo7vRHknrD,163482,4
That's Alright - 2016 Remaster,Fleetwood Mac,0.543,0.537,9,-8.884,1,0.0239,0.0582,2.2e-05,0.11,0.68,147.518,audio_features,01Ad3YljWv9gfMVYpn6cL7,spotify:track:01Ad3YljWv9gfMVYpn6cL7,https://api.spotify.com/v1/tracks/01Ad3YljWv9gfMVYpn6cL7,https://api.spotify.com/v1/audio-analysis/01Ad3YljWv9gfMVYpn6cL7,190378,4
Book of Love - 2016 Remaster,Fleetwood Mac,0.606,0.557,4,-8.633,1,0.0237,0.0843,7.52e-05,0.103,0.643,105.711,audio_features,7hTZ6o1pppnZNWyAE0bjiO,spotify:track:7hTZ6o1pppnZNWyAE0bjiO,https://api.spotify.com/v1/tracks/7hTZ6o1pppnZNWyAE0bjiO,https://api.spotify.com/v1/audio-analysis/7hTZ6o1pppnZNWyAE0bjiO,202674,4
