index,uri
"heart of glass - special mix, blondie",spotify:track:0P2fgmJp3a3PEu808hiQ1Y
"breakfast in america - remastered, supertramp",spotify:track:4a5pNRjwmzYQuEY1E7O6pj
"the weight, the band",spotify:track:2UgZeV435iztRTLrUeOrtk
"should i stay or should i go - remastered, the clash",spotify:track:39shmbIHICJ2Wxnk1fPSdz
"london calling - remastered, the clash",spotify:track:5jzma6gCzYtKB1DbEwFZKH
"sex on fire, kings of leon",spotify:track:0ntQJM78wzOLVeCUAW7Y45
"born in the u.s.a., bruce springsteen",spotify:track:0dOg1ySSI7NkpAe89Zo0b9
"hungry heart, bruce springsteen",spotify:track:1KsI8NEeAna8ZIdojI3FiT
"i'm on fire, bruce springsteen",spotify:track:3PzsbWSQdLCKDLxn7YZfkM
"dancing in the dark, bruce springsteen",spotify:track:7FwBtcecmlpc1sLySPXeGE
"substitute - single version, the who",spotify:track:2SWpDaorS0j7fXFj9AJtFG
"pinball wizard, the who",spotify:track:60C8zGPTdAAmDshHnMuyfc
"behind blue eyes, the who",spotify:track:2X59ZxwE9x4pWnxsxKhr1E
"won't get fooled again - remix, the who",spotify:track:1W1GpfPujmgp2vQqcpUhtU
"i can't explain - mono version, the who",spotify:track:2V98i6cPueTrz1jG1wqjvt
"my generation - stereo version, the who",spotify:track:6awTbDHgM907tGecNQYPaV
"who are you, the who",spotify:track:02DurCgOvDdX0uKEjqcl3W
"baba o'riley, the who",spotify:track:2KmEgiY8fQs0G6WNxtzQKr
"young lust - 2011 remastered version, pink floyd",spotify:track:0iz6WUCBBTGLioc1nGuGNP
"brain damage - 2011 remastered version, pink floyd",spotify:track:7EUEl5wJb8VI777UAUvRnH
"wish you were here, pink floyd",spotify:track:6mFkJmJqdDVQ1REhVfGgd1
"another brick in the wall, pt. 2, pink floyd",spotify:track:4gMgiXfqyzZLMhsksGmbQV
"have a cigar, pink floyd",spotify:track:3CmHvyZQQAGkKkTjTBFWN6
"money - 2011 remastered version, pink floyd",spotify:track:7Gx2q0ueNwvDp2BOZYGCMO
"breathe (in the air) - 2011 remastered version, pink floyd",spotify:track:3zJRvtQkHQRTNEXSY8jQPR
"hey you - 2011 remastered version, pink floyd",spotify:track:4WKpan8kLoNuaFgvc8ONc6
"comfortably numb, pink floyd",spotify:track:5HNCy40Ni5BZJFw1TKzRsC
"rock and roll ain't noise pollution, ac/dc",spotify:track:6J17MkMmuzBiIOjRH6MOBZ
"moneytalks, ac/dc",spotify:track:5u5F7qLDvZjBSktaDp4HxB
"for those about to rock (we salute you), ac/dc",spotify:track:1Qf7H7d1TNP8VfPVDRLY0D
"you shook me all night long, ac/dc",spotify:track:6yl8Es1tCYD9WdSkeVLFw4
"it's a long way to the top (if you wanna rock 'n' roll), ac/dc",spotify:track:7nemcVsXVFZF01iqpIIo2Y
"dirty deeds done dirt cheap, ac/dc",spotify:track:2d4e45fmUnguxh6yqC7gNT
"back in black, ac/dc",spotify:track:08mG3Y1vljYA6bvDt4Wqkj
"highway to hell, ac/dc",spotify:track:2zYzyRzz6pRmhPzyfMEC8s
"wonderwall - remastered, oasis",spotify:track:5wj4E6IsrVtn8IBJQOd0Cl
"défiler - bande originale de la capsule no. 5 mosaert, stromae",spotify:track:5WoM2i48QDkHOLfKqrbeZL
"ave cesaria, stromae",spotify:track:4zw0Ih25ilFwQdtkzzWA7s
"tous les mêmes, stromae",spotify:track:1GC1MIaRMW3kfVK9VyD5Ii
"papaoutai, stromae",spotify:track:1QFw2xxyQtgKjlrMCEqsNj
"alors on danse, stromae",spotify:track:6uFreJoeTZVC7MgC7B6rF1
"low rider, war",spotify:track:2fmMPJb5EzZCx8BcNJvVk4
"oye como va, santana",spotify:track:5u6y4u5EgDv0peILf60H5t
"take me to the river - 2005 remaster, talking heads",spotify:track:1oV1tu8utgHQjLJsEK9sVl
"road to nowhere, talking heads",spotify:track:5gS8whHdcpbkdz0qonQZF8
"burning down the house, talking heads",spotify:track:2VNfJpwdEQBLyXajaa6LWT
"once in a lifetime - 2005 remaster, talking heads",spotify:track:38Ngied9rBORlAbLYNCl4k
"this must be the place (naive melody) - 2005 remaster, talking heads",spotify:track:6aBUnkXuCEQQHAlTokv9or
"don't let me be misunderstood, the animals",spotify:track:7vYA9ET5AUqJt5pBbhKmcB
"bad medicine, bon jovi",spotify:track:72hcFp4tYkd3dbNA9dZ3Pv
"wanted dead or alive, bon jovi",spotify:track:2fY6tqgrlrg1ky9fgs0t5u
"runaway, bon jovi",spotify:track:0X1sqQ652p1sceKM2nJlIJ
"you give love a bad name, bon jovi",spotify:track:61lqNlVRnWYiR9C7BDJw2l
"livin' on a prayer, bon jovi",spotify:track:3X7abqSXC4xrxuC1ykpWcY
"i want you to want me - live at nippon budokan, tokyo, jpn - april 1978, cheap trick",spotify:track:2gtyxGltXhzFQ4UNMTmzpy
"dream police, cheap trick",spotify:track:1YiAY1oCmkFjUabQL9gos4
"i want you to want me, cheap trick",spotify:track:1JkZg3eMQTmTn93E8Yd3UL
"surrender, cheap trick",spotify:track:2ccUQnjjNWT0rsNnsBpsCA
"don't stop believin', journey",spotify:track:4bHsxqR3GMrXTxEPLuK5ue
"hot blooded, foreigner",spotify:track:6xMHglHoafdDFGXS6qfwSH
"cold as ice, foreigner",spotify:track:7vidktgNZFQylTgH1GEnMs
"juke box hero, foreigner",spotify:track:00qOE7OjRl0BpYiCiweZB2
"waiting for a girl like you, foreigner",spotify:track:2OgVsp77En2nju8pnCieVU
"i want to know what love is - 1999 remaster, foreigner",spotify:track:1JLn8RhQzHz3qDqsChcmBl
"working for the weekend, loverboy",spotify:track:35k31HZI4z9PbBOioaI4dZ
"shadows of the night, pat benatar",spotify:track:6pwQEpLOlwclrsjgEOHEp0
"heartbreaker, pat benatar",spotify:track:22ML0MuFKfw16WejbxsLOy
"love is a battlefield, pat benatar",spotify:track:41CoPVBGQyaO9edYV2BKnp
"hit me with your best shot, pat benatar",spotify:track:0vOkmmJEtjuFZDzrQSFzEE
"we belong, pat benatar",spotify:track:665Jxlgi1HamPKbW1vwzx4
"let it ride, bachman-turner overdrive",spotify:track:3Qfu37XtjQ8mS4v0Jdt1bR
"takin' care of business, bachman-turner overdrive",spotify:track:5Lk0ZGm0xF3EvOg9xXiXcR
"you ain't seen nothing yet, bachman-turner overdrive",spotify:track:0HOrDVS349XFcpCYsO2hAP
"dirty laundry, don henley",spotify:track:7LFer4drCtWSyD8oxORZtC
"the boys of summer, don henley",spotify:track:4gvea7UlDkAvsJBPZAd4oB
"hold on loosely, 38 special",spotify:track:2eEmzSR9tmd52w7cqT9yK6
"caught up in you, 38 special",spotify:track:3jYRpwbctfqB77uU7T7K3U
"my kinda lover - remastered, billy squier",spotify:track:6g14FUj5zU9FDRwBi963vS
"everybody wants you - remastered 2002, billy squier",spotify:track:2Z9B8sd6HgEfCWqvOfhFD0
"in the dark - remastered, billy squier",spotify:track:2dgjjOdz8qnGXLos9xbNNV
"a horse with no name, america",spotify:track:54eZmuggBFJbV7k248bTTt
"baby hold on, eddie money",spotify:track:5ZYvcJ04ccUw2Matbnmu0U
"take me home tonight, eddie money",spotify:track:7b4yGtR0rujvLi5EBfKKJ2
"two tickets to paradise, eddie money",spotify:track:22CIOfLZB9z8He7WgHYAgH
"reelin' in the years, steely dan",spotify:track:1I7zHEdDx8Ny5RxzYPqsU2
"do it again, steely dan",spotify:track:2BstRQGodshjGpeDGQiNgo
"shake it up - 2017 remaster, the cars",spotify:track:3ZBzJbqwV2gQUAe4ofghOo
"moving in stereo, the cars",spotify:track:5xLfQuX5YAfog2JgPz0dpA
"you might think, the cars",spotify:track:35wVRTJlUu2kDkqXFegOKt
"good times roll, the cars",spotify:track:7hVhRCDV100Jq26NGR7adw
"my best friend's girl, the cars",spotify:track:1SRkKyJ2JjMZgyDWC30zKv
"just what i needed, the cars",spotify:track:4alHo6RGd0D3OUbTPExTHN
"take it on the run, reo speedwagon",spotify:track:5gys5nzVQIYhgHIfiOJYva
"keep on loving you, reo speedwagon",spotify:track:4rcHWl68ai6KvpXlc8vbnE
"uptown girl, billy joel",spotify:track:5zA8vzDGqPl2AzZkEYQGKh
"just the way you are, billy joel",spotify:track:49MHCPzvMLXhRjDantBMVH
"long train runnin', the doobie brothers",spotify:track:4nXkbcTj3nyww1cHkw5RAP
"don't bring me down, electric light orchestra",spotify:track:72ahyckBJfTigJCFCviVN7
"abracadabra, steve miller band",spotify:track:2E2ZVy2fxslpAUgbb4zu84
"hurts so good, john mellencamp",spotify:track:67eX1ovaHyVPUinMHeUtIM
"i'm still standing, elton john",spotify:track:1jDJFeK9x3OZboIAHsY9k2
"don't go breaking my heart, elton john",spotify:track:5pKJtX4wBeby9qIfFhyOJj
"tiny dancer, elton john",spotify:track:2TVxnKdb3tqe1nhQWwwZCO
"bang a gong (get it on) - remastered version, t. rex",spotify:track:6FsQrRpBLgsrFeAeiQqytm
"house of the rising sun, the animals",spotify:track:7BY005dacJkbO6EPiOh2wb
"waterloo sunset - mono mix, the kinks",spotify:track:5nrmGFJ87crVoJF5xdRqwn
"i will survive - single version, gloria gaynor",spotify:track:7cv28LXcjAC3GsXbUvXKbX
"love in store - 2016 remaster, fleetwood mac",spotify:track:41tJM6A0L02Rw6JSS5iThp
"run, hozier",spotify:track:2AEKTA8tQnXUullpmN8NkL
"no plan, hozier",spotify:track:4byXh93siQtzKLdjKuJaAF
"nobody, hozier",spotify:track:69WkwzVjQS4Dc8QQtpz0qM
"to noise making (sing), hozier",spotify:track:5in02YJDTkdfKDQjfsvxYp
"as it was, hozier",spotify:track:4xEHlCgoKd4RdrS79OPn9y
"talk, hozier",spotify:track:6ctlpLPyLH3R1V16fxoOWE
"be, hozier",spotify:track:7hfi4ZTfV7akmGINh6qYCF
"would that i, hozier",spotify:track:37zuIvk4KBkAxxLJsxJaHq
"sunlight, hozier",spotify:track:4zvvvHm0b5CBl37tocxm7n
"wasteland, baby!, hozier",spotify:track:1HYnjKqSSHh1tdl2Hi57zH
"what is and what should never be - 1990 remaster, led zeppelin",spotify:track:5G7uLHtoEW140QOcBpJlfz
"howlin' for you, the black keys",spotify:track:0grFc6klR3hxoHLcgCYsF4
"lonely boy, the black keys",spotify:track:5G1sTBGbZT5o4PNRc75RKI
"ride captain ride, blues image",spotify:track:1d9hUvkv64Wmdu671Dydpc
"almost (sweet music), hozier",spotify:track:2e9N4vHYVUwSwRorBzsZXE
"dinner & diatribes, hozier",spotify:track:0IZ5R6Om6SWXxJ5BD7MKUa
"i'm horny, i'm stoned, the doors",spotify:track:7fku2DCfY0oUUDUYXB6Q7m
"on with the show - mono, the rolling stones",spotify:track:1xdRCijAItQAUhs8CCqJLN
"the sound of silence, simon & garfunkel",spotify:track:2LkaNhCrNVmcYgXJeLVmsw
"happy man, iggy pop",spotify:track:7twwRCHTYAmZXWH905WAA5
"piece of my heart, big brother & the holding company",spotify:track:1xKQbqQtQWrtQS47fUJBtl
"an illustration of loneliness (sleepless in new york), courtney barnett",spotify:track:53xqX1UEEx4vQvwxTN5RCo
"what i like about you, the romantics",spotify:track:4ebcE2SmkG7nplvzFAWRu7
"wild night, van morrison",spotify:track:1A7hIo1C8jacIQ5ZiCjc8g
"sweet thing - 1999 remaster, van morrison",spotify:track:4dBI72rgkmG0gTzswyBTzz
"and it stoned me - 2013 remaster, van morrison",spotify:track:3n5iUh2Z6P7cnWins22W0F
"into the mystic - 2013 remaster, van morrison",spotify:track:3lh3iiiJeiBXHSZw6u0kh6
"moondance - 2013 remaster, van morrison",spotify:track:683b4ikwa62JevCjwrmfg6
"brown eyed girl, van morrison",spotify:track:3yrSvpt2l1xhsV9Em88Pul
"living on my own, freddie mercury",spotify:track:2fRCatGWX9AFqc4VIER4Zu
"these are the days of our lives - 2011 remaster, queen",spotify:track:2HpkD9J7t7xBaduVflpmqn
"better love - from the legend of tarzan - single version, hozier",spotify:track:6LOGgSwHUaBp9MESQxbVBJ
"movement, hozier",spotify:track:6zmANU5l4qCHQrI5cZhSS2
"love me like there's no tomorrow, freddie mercury",spotify:track:6PgdtBqsOgjA8pKFmVAsVI
"lisa says, the velvet underground",spotify:track:6L2yLGaCAmZJYObaTX2jQP
"it's a hard life - remastered 2011, queen",spotify:track:5PTvZMe9mIL0GrRvPBRu6S
"rebel rebel - 2016 remaster, david bowie",spotify:track:2EC9IJj7g0mN1Q5VrZkiYY
"heroes - 2017 remaster, david bowie",spotify:track:7Jh1bpe76CNTCgdgAdBw4Z
"perfect day, lou reed",spotify:track:4TOMI010Sd4ZAX4aZ5TS85
"walk on the wild side, lou reed",spotify:track:5p3JunprHCxClJjOmcLV8G
"gardenia, iggy pop",spotify:track:1p0P2eieaxzqeBov2oP1VQ
"home, iggy pop",spotify:track:21IwVIuWHb0O18m0TgM69W
"lust for life, iggy pop",spotify:track:21YxK0klhpfLW8budkJaMF
"some weird sin, iggy pop",spotify:track:6bQQEDyyAEmwYqXmMpvCFh
"the passenger, iggy pop",spotify:track:15BQ7vEDv2LJuh8TxWIhtd
"these are the days of our lives, queen",spotify:track:0RAXNWy8uixVy6gC5CXPbf
"i want it all, queen",spotify:track:0GQo5VkiurD6HnVpaCNeMf
"pain is so close to pleasure - remastered 2011, queen",spotify:track:5LTWxrtT2mfKjTqdgPxXFr
"who wants to live forever - remastered 2011, queen",spotify:track:6UnGBNWVuwYfdDo9NfKkpP
"one year of love - remastered 2011, queen",spotify:track:59rzNNiQISFeH3ktzhyOjr
"man on the prowl, queen",spotify:track:3bg9mhlOpbUrnktmrfzrb4
"it's a hard life, queen",spotify:track:5Uzgm4svJMIZq7fNXeDfEr
"radio ga ga, queen",spotify:track:2jAc9KIQ9XoZxkydXh3MVh
"under pressure, queen",spotify:track:1mSClObliRtgPVT399COQH
"staying power, queen",spotify:track:7a3CORGB8AOQxzBcojmESJ
"crazy little thing called love, queen",spotify:track:2NpKgRCZfFb8fVmvk16iMx
"another one bites the dust, queen",spotify:track:291RmMazWAmDitFuD6NJCv
"play the game, queen",spotify:track:6hyjl7z58fwPpx8273ilOC
"don't stop me now, queen",spotify:track:43DHLzDkncpby82Po5jlOZ
"dreamers ball, queen",spotify:track:071dBBTECiX4tEAiXkdh3S
"fat bottomed girls, queen",spotify:track:39sH8Fl415P7O8GRP1Td6Z
"my melancholy blues, queen",spotify:track:29fAHjBdqcEVeo2GxvGi9P
"it's late, queen",spotify:track:20tTHycMGXBlar5C0sOw0H
"who needs you, queen",spotify:track:2lH5YKYw4kEH9gCKMHfKI2
"sleeping on the sidewalk, queen",spotify:track:4POnIp2RNhXnpn8aoVxIQo
"we are the champions, queen",spotify:track:4kzvAGJirpZ9ethvKZdJtg
"we will rock you, queen",spotify:track:0a9sd6MEXZXIPHk0fAxpZ4
"long away - remastered 2011, queen",spotify:track:6HkIKKmNZ3fQAmEz0eMlfQ
"good old-fashioned lover boy - 2011 mix, queen",spotify:track:6FsBUy8pE4dvH2t2umXfCZ
"you and i - remastered 2011, queen",spotify:track:5slI9XiWLx7epG4RzZ2jvr
"the millionaire waltz - remastered 2011, queen",spotify:track:1HRMaIn2NrJx6OZtsuusKO
"'39 - 2011 mix, queen",spotify:track:02MiyVckOBtygUOEDnV7Pd
"good company - remastered 2011, queen",spotify:track:13qGcSeDHrvDKml7xVdpKy
"death on two legs (dedicated to...) - remastered 2011, queen",spotify:track:7jW1qSS0NJciZQ4lzPCSwk
"sweet lady - remastered 2011, queen",spotify:track:28d6RWNDS3fiJ8doaINVAA
"the prophet's song - remastered 2011, queen",spotify:track:7uJXaeFNQ40vKSGRwtXd5L
"love of my life - remastered 2011, queen",spotify:track:2Rua8o4ZNjPx3Q7lHYUgml
"god save the queen - remastered 2011, queen",spotify:track:4H77L5Gl0DROXPqKtQivwF
"seaside rendezvous - remastered 2011, queen",spotify:track:1wY45lwOx8LORIpXj0VR3M
"you're my best friend - remastered 2011, queen",spotify:track:2RCnr8CRWxBVSnXBur7CIw
"lazing on a sunday afternoon - remastered 2011, queen",spotify:track:5evxr7Opn6r6XDgzDMGVo7
"stone cold crazy - remastered 2011, queen",spotify:track:4xx6gNZiyz0R2E64pzgZ3T
"keep yourself alive, queen",spotify:track:6WKoOXecrcYW8RmerNCxFB
"the show must go on - 2011 mix, queen",spotify:track:0LCWyLFPXIeg1CIC1NS712
"don't stop me now - …revisited, queen",spotify:track:62PDM93qqC4xSfQMV48MRF
"who wants to live forever - 2011 remaster, queen",spotify:track:05ZPrmaISOFhW3BnkuxyLR
"under pressure - remastered, queen",spotify:track:5AZGbqiIK5t1jrWSPT7k8X
"i want to break free, queen",spotify:track:25H6P7a94WUr5102lC6TNI
"another one bites the dust - 2011 remaster, queen",spotify:track:3LjvFUqQi5LoqaRK6CLwMk
"we will rock you - movie mix, queen",spotify:track:56WjtnIYDizFHsceYrZEvE
"crazy little thing called love - 2011 remaster, queen",spotify:track:0xqaviScnf68cFZf0caB4V
"bohemian rhapsody - 2011 mix, queen",spotify:track:6AWe04n4zsYkGKb3Pf7LMk
"killer queen - 2011 mix, queen",spotify:track:6AAa4zIwllv49ACRh2ndLh
"somebody to love - 2011 mix, queen",spotify:track:3cMunJsyeFbyYm7X3LgW9T
"manic depression, jimi hendrix",spotify:track:3f5JtAsGRIXN8pSAeTi6vA
"love or confusion, jimi hendrix",spotify:track:46omDVahYovje7GLtFKFz9
"may this be love, jimi hendrix",spotify:track:1Y6Dv0tWYUP3Za2Es9FUL2
"i don't live today, jimi hendrix",spotify:track:4oGRZ3J9o56fPaL96y2NEH
"the wind cries mary, jimi hendrix",spotify:track:5H6Jp0syB5yEPk7SWYdlmk
"fire, jimi hendrix",spotify:track:5LI7PoHEolR8plrf3I16sq
"third stone from the sun, jimi hendrix",spotify:track:34jAhU99TNRvYwwOEoINl3
"are you experienced?, jimi hendrix",spotify:track:02POyqtbrdmYQ3RxsTrYMD
"stone free, jimi hendrix",spotify:track:2TKtQAy9VKwq3Kh234uE85
"51st anniversary, jimi hendrix",spotify:track:5lWeY2p6lpCK2bDZyy2nPd
"highway chile, jimi hendrix",spotify:track:6r6ARqXEyXaoQjVZ1Mb1pV
"can you see me, jimi hendrix",spotify:track:41j3QgPNvLSoWBucJuInCZ
"remember, jimi hendrix",spotify:track:5jC8uR4L35LBJufeDmOmtk
"red house, jimi hendrix",spotify:track:3XxBSvDZKH5YvZZjTpn6eR
"...and the gods made love, jimi hendrix",spotify:track:4COmeKH1pLNNpXcgtMcyQH
"have you ever been (to electric ladyland), jimi hendrix",spotify:track:3Yh64aiu2ANBwDFztyPDkT
"voodoo chile, jimi hendrix",spotify:track:0auKlivXpm76wR63mMJ3pR
"little miss strange, jimi hendrix",spotify:track:1jhH7vvy8hoHuc0mGuZsLX
"long hot summer night, jimi hendrix",spotify:track:1HFj7yC7uZfqjWuoH6DO9r
"come on (let the good times roll), jimi hendrix",spotify:track:0KqHJXm4Z42fELkW83ZW0r
"gypsy eyes, jimi hendrix",spotify:track:1DfWmv1eJU1a9tuGpqKGFP
"burning of the midnight lamp, jimi hendrix",spotify:track:36SULeBeglappJysOY6WzQ
"rainy day, dream away, jimi hendrix",spotify:track:0xwG5stzrc5B70TycPwenY
"1983...(a merman i should turn to be), jimi hendrix",spotify:track:5uDpwSGjljhIgDB1ZYdp9c
"voodoo child (slight return), jimi hendrix",spotify:track:2AxCeJ6PSsBYiTckM0HLY7
"crosstown traffic, jimi hendrix",spotify:track:1ntxpzIUbSsizvuAy6lTYY
"lust for life (with the weeknd), lana del rey",spotify:track:0mt02gJ425Xjm7c3jYkOBn
"love, lana del rey",spotify:track:2Kerz9H9IejzeIpjhDJoYG
"brooklyn baby, lana del rey",spotify:track:1NZs6n6hl8UuMaX0UC0YTz
"born to die, lana del rey",spotify:track:3eRZZ4d2RJSqFKzP7tSdFE
"carmen, lana del rey",spotify:track:0LKYAQdeUDxqqL4O6qUzsD
"summertime sadness, lana del rey",spotify:track:4cKtn8Shw999egpwBmWQmp
"young and beautiful, lana del rey",spotify:track:2nMeu6UenVvwUktBCpLMK9
"is it really so strange? - john peel session, 12/2/86, the smiths",spotify:track:4nZYj9yVJFb0yd58kxmcXv
"sheila take a bow - 2011 remaster, the smiths",spotify:track:6Te9dWPvMfjPAOFDQDVt0b
"shoplifters of the world unite - 2011 remaster, the smiths",spotify:track:6a6zCBKwuZPO9S0rVJLVDI
"sweet and tender hooligan - john peel session, 12/2/86, the smiths",spotify:track:4o1DKiMG5yVeNEX8mIwHH8
"london - 2011 remaster, the smiths",spotify:track:0UFQE2kic1X8iwC4A25ghj
"panic - 2011 remaster, the smiths",spotify:track:64D3dzWyj0GpQT1AHx4kbK
"girl afraid - 2011 remaster, the smiths",spotify:track:38ZW90yqTca2NYmh3uy4xV
"shakespeare's sister - 2011 remaster, the smiths",spotify:track:4mYpkmfY0ycWAU3GTKGmRa
"william, it was really nothing - 2011 remaster, the smiths",spotify:track:2WvneyOgsp24MeqcsUETzD
"you just haven't earned it yet, baby, the smiths",spotify:track:3EHD1utxPtIogoeZ7QrVWT
"ask - 2011 remaster, the smiths",spotify:track:2AdRSHeYmDGMrgIfiS2w7K
"golden lights - 2011 remaster, the smiths",spotify:track:4i95WTacwOWK6ave3Y3I0u
"oscillate wildly - 2011 remaster, the smiths",spotify:track:5v98XLkj6tkKy0D06umqDe
"these things take time - 2011 remaster, the smiths",spotify:track:1xPVaZBBA8GO8jNIFnSkVm
"rubber ring - 2011 remaster, the smiths",spotify:track:0FNWkaLLOL5mPJom4O0ICu
"back to the old house - 2011 remaster, the smiths",spotify:track:6LUGvXEAK8WxIBYK43uoTb
"stretch out and wait - 2011 remaster, the smiths",spotify:track:0Hpm3tUmlaQs2l517D5GAh
"please, please, please, let me get what i want - 2011 remaster, the smiths",spotify:track:1oA0tDRFjY5xoNDXuMBGGA
"this night has opened my eyes - 2011 remaster, the smiths",spotify:track:2Yf0HjCklkx54C4wQzhvzH
"unloveable - 2011 remaster, the smiths",spotify:track:27r5xwtP8VRqdkeWfaEtQ9
"asleep - 2011 remaster, the smiths",spotify:track:7LZgdL0MxiElfaKZbuuE4l
"half a person - 2011 remaster, the smiths",spotify:track:3ccAZx3wLZDVB2Nq6rikf9
"nina cried power (feat. mavis staples), hozier",spotify:track:7wR5r0KYGXBpyWXCdyYs3F
"nfwmb, hozier",spotify:track:2iQYqdalv245vrCEM4W9N9
"moment's silence (common tongue), hozier",spotify:track:6F980QL4axcqjJDMaV7Ew8
"shrike, hozier",spotify:track:5uIYONgpUQ7t0v7D6CTMBt
"fall in love with me, iggy pop",spotify:track:2qkYMCcjOnfJZPko33rkoO
"mama, you been on my mind - studio outtake - 1993, jeff buckley",spotify:track:0qUged3a0Bk6l5rtYGMsYn
"blues in the bottle, the lovin' spoonful",spotify:track:3qdPVPyszVK9lqPKymkIE0
"sportin' life, the lovin' spoonful",spotify:track:0jEvsnUUMub8yAs6gZIDlP
"my gal, the lovin' spoonful",spotify:track:4hIvPxRg2M66MDHWDrihbU
"you baby, the lovin' spoonful",spotify:track:2COuoNe4bhNgbDbxmiqAP3
"fishin' blues, the lovin' spoonful",spotify:track:503O3QCKIwvjse3dSsgeM7
"did you ever have to make up your mind?, the lovin' spoonful",spotify:track:06YcuDoEZvMcxgzvtzJTz4
"the other side of this life, the lovin' spoonful",spotify:track:2yn5Houw7kJ3OfmPCULzwi
"younger girl, the lovin' spoonful",spotify:track:3wBR9vsWzL181bf8WDTvtX
"on the road again, the lovin' spoonful",spotify:track:0V4S9iZ4VBEzTtkifD5RTt
"night owl blues, the lovin' spoonful",spotify:track:3cJzujZfW6N10RDT5mCc3E
"alley oop - previously unreleased - mono version, the lovin' spoonful",spotify:track:3FvLsojIPCBKpd3qWfJDKf
"blues in the bottle - alternate take/previously unreleased, the lovin' spoonful",spotify:track:2gREAa20vOcwqmqQW9sZuE
"wild about my lovin' - alternate take/previously unreleased, the lovin' spoonful",spotify:track:59DlwRVqL7apo7aVLF4Wpl
"wild about my lovin', the lovin' spoonful",spotify:track:5WLICRncUqisuqlIGIgHQc
"younger girl - alternate take/previously unreleased demo version, the lovin' spoonful",spotify:track:5uWswHtVYj6AgAcM6XmoOH
"daydream, the lovin' spoonful",spotify:track:3c06k9x6MHHdPQi3ix68yF
"there she is, the lovin' spoonful",spotify:track:5xWjz4aBcwianOCx176PvE
"it's not time now, the lovin' spoonful",spotify:track:5lhujmEUG5jx4Ad6aHy1Kc
"warm baby, the lovin' spoonful",spotify:track:6XhnrCPo3ufwGTbEZSkq5J
"day blues, the lovin' spoonful",spotify:track:3Ut0BbS8Sra6LPJO96j76H
"let the boy rock 'n' roll, the lovin' spoonful",spotify:track:0koOd77ukgI1srUzQ2ydNg
"jug band music, the lovin' spoonful",spotify:track:5tVH1vBbyB2XI8gJpWlFly
"didn't want to have to do it, the lovin' spoonful",spotify:track:257YFNPcDJUp8c7v1q8hPp
"you didn't have to be so nice, the lovin' spoonful",spotify:track:7khsvqWYjms5UASgLb8bft
"bald headed lena, the lovin' spoonful",spotify:track:2Al5Hb5qwZjum6sgbkaiqm
"big noise from speonk, the lovin' spoonful",spotify:track:21K8sfPfiOeRAvhFh8kGAC
"didn't want to have to do it - demo version/previously unreleased, the lovin' spoonful",spotify:track:0aqjQCY73xP8sakbgFf0Pk
"night owl blues - alternate take/previously unreleased, the lovin' spoonful",spotify:track:7BkNOibEgWgrxlanAFQIW5
"miss you - remastered, the rolling stones",spotify:track:3hJLKtTpgct9Y9wKww0BiR
"when the whip comes down - remastered, the rolling stones",spotify:track:2h7OfDcrNaHnhHLR9uEnhA
"just my imagination (running away with me) - remastered, the rolling stones",spotify:track:7w2s5Wj0LPNhUkVCt8av09
"some girls - remastered, the rolling stones",spotify:track:3pQXptTkIkOQsK3pyYlRbJ
"lies - remastered, the rolling stones",spotify:track:7hDQerpfE5FgYtVKEVemwl
"respectable - remastered, the rolling stones",spotify:track:40uqC6osBbNPm4jEN3OsAl
"before they make me run - remastered, the rolling stones",spotify:track:4cAlWy0jWMtn5AdtZy4dHi
"beast of burden - remastered, the rolling stones",spotify:track:77oU2rjC5XbjQfNe3bD6so
"shattered - remastered, the rolling stones",spotify:track:0FfZBWDv7p63yj6oh2I2PS
"sympathy for the devil, the rolling stones",spotify:track:1iDcKYNvo6gglrOG6lvnHL
"no expectations, the rolling stones",spotify:track:0FoxodHhU7r495Oz1huE2B
"dear doctor, the rolling stones",spotify:track:25cbRSXeQw6hJHvcio36HT
"parachute woman, the rolling stones",spotify:track:7eSvBKZ5qHvScNcWwLSUUS
"jigsaw puzzle, the rolling stones",spotify:track:2cEUg47hrU8FkRQrFJt1dy
"prodigal son, the rolling stones",spotify:track:6eoIwBPsvrldgh68BjyMJb
"stray cat blues, the rolling stones",spotify:track:5AQY8tgOjZs9zptmJUMDTf
"factory girl, the rolling stones",spotify:track:0GREOtucugbS6bpVDJmVKE
"salt of the earth, the rolling stones",spotify:track:36lZhxVDaps9ld7YWmCYfP
"who loves the sun - 2015 remaster, the velvet underground",spotify:track:1HFoO5EdFw6emUIf8GofxH
"rock and roll - full length version; 2015 remaster, the velvet underground",spotify:track:0ZfP7K8NoyJRjEfWWk8Mlv
"new age - full length version; 2015 remaster, the velvet underground",spotify:track:5MIjLrGCsgIjLPRkmbAtRJ
"lonesome cowboy bill - 2015 remaster, the velvet underground",spotify:track:6AzAWzsXXIChy2aulERrD0
"train round the bend - 2015 remaster, the velvet underground",spotify:track:614hm8VctyMAHqjSs6wCpi
"ocean - session outtake; 2015 remaster, the velvet underground",spotify:track:4LckK4aUZJsnxIO1HZoL2r
"i love you - session outtake; 2015 remaster, the velvet underground",spotify:track:7JPyEGFLoJIcEkIT0P9SbS
"ride into the sun - session outtake; 2015 remaster, the velvet underground",spotify:track:3PisdbnLDWm6GcimwmqTIW
